i,e,eta,J,|k|,|u|,Esum
0,32760.9,32767,1.07348e+09,0.432627,0.000432708,1.07368e+09
1,1.44347,1.44375,1.07348e+09,0.44444,0.000444532,1.07368e+09
2,8.77407,8.77917,1.07348e+09,0.761793,0.00076233,1.07368e+09
3,-7.7654,-7.77225,1.07348e+09,0.938042,0.00093915,1.07368e+09
4,30.5596,30.7303,1.07348e+09,2.34888,0.00236386,1.07368e+09
5,-3.2111,-3.2292,1.07348e+09,2.3593,0.00237528,1.07368e+09
6,55.4726,56.6766,1.07348e+09,4.54788,0.00467108,1.07368e+09
7,-13.7701,-14.0829,1.07348e+09,4.64226,0.00478406,1.07368e+09
8,186.36,249.709,1.07353e+09,13.5772,0.0186863,1.07368e+09
9,93.4474,1468.63,1.07366e+09,6.75549,0.13946,1.07368e+09
10,14.0713,379.963,1.07367e+09,2.54722,0.683619,1.07368e+09
11,-5.71885,-1122.75,1.07368e+09,2.09057,1.21134,1.07368e+09
12,0.177141,34.989,1.07368e+09,2.13207,1.22622,1.07368e+09
13,0.769885,175.319,1.07368e+09,1.87527,1.36828,1.07368e+09
14,-0.816802,-238.737,1.07368e+09,1.66496,1.38691,1.07368e+09
15,0.393518,123.786,1.07368e+09,1.62829,1.43116,1.07368e+09
16,-0.237706,-76.977,1.07368e+09,1.63561,1.44653,1.07368e+09
17,0.0927064,30.1572,1.07368e+09,1.64156,1.44747,1.07368e+09
18,-0.0808256,-26.3834,1.07368e+09,1.64407,1.44783,1.07368e+09
19,0.0826834,27.0884,1.07368e+09,1.64396,1.5139,1.07368e+09
20,-0.0862436,-28.3679,1.07368e+09,1.64208,1.5754,1.07368e+09
21,0.0935234,30.9086,1.07368e+09,1.64168,1.58416,1.07368e+09
22,-0.0481902,-15.9466,1.07368e+09,1.64368,1.64436,1.07368e+09
23,-0.0240583,-7.96362,1.07368e+09,1.64154,1.64486,1.07368e+09
24,0.0890749,29.6136,1.07368e+09,1.63109,1.6623,1.07368e+09
25,-0.105934,-35.4385,1.07368e+09,1.62063,1.66282,1.07368e+09
26,0.0751177,25.2088,1.07368e+09,1.61721,1.66357,1.07368e+09
27,-0.0268469,-9.01322,1.07368e+09,1.6174,1.66482,1.07368e+09
28,-0.0249442,-8.37737,1.07368e+09,1.61622,1.66492,1.07368e+09
29,0.0647853,21.8092,1.07368e+09,1.61182,1.67962,1.07368e+09
30,-0.0526942,-17.7668,1.07368e+09,1.60963,1.71361,1.07368e+09
31,0.0162846,5.49144,1.07368e+09,1.60956,1.72098,1.07368e+09
32,0.0485036,16.3781,1.07368e+09,1.60743,1.72128,1.07368e+09
33,-0.0748892,-25.3686,1.07368e+09,1.60389,1.73258,1.07368e+09
34,0.079235,26.9376,1.07368e+09,1.60112,1.76078,1.07368e+09
35,-0.0501953,-17.0898,1.07368e+09,1.60092,1.76431,1.07368e+09
36,0.000206365,0.0702602,1.07368e+09,1.60093,1.7654,1.07368e+09
37,0.0372124,12.6797,1.07368e+09,1.59928,1.7659,1.07368e+09
38,-0.0335383,-11.4352,1.07368e+09,1.59853,1.7659,1.07368e+09
39,0.000956268,0.326049,1.07368e+09,1.59854,1.76619,1.07368e+09
40,0.0493472,16.8492,1.07368e+09,1.59653,1.76799,1.07368e+09
41,-0.0715979,-24.5196,1.07368e+09,1.59402,1.77041,1.07368e+09
42,0.0673064,23.1111,1.07368e+09,1.59322,1.77115,1.07368e+09
43,-0.0307641,-10.5694,1.07368e+09,1.59396,1.78264,1.07368e+09
44,-0.0251583,-8.64666,1.07368e+09,1.59253,1.78467,1.07368e+09
45,0.0687793,23.7049,1.07368e+09,1.58802,1.79443,1.07368e+09
46,-0.0711631,-24.6003,1.07368e+09,1.58522,1.81349,1.07368e+09
47,0.0503814,17.4426,1.07368e+09,1.5847,1.81672,1.07368e+09
48,-0.00259944,-0.89996,1.07368e+09,1.58476,1.81737,1.07368e+09
49,-0.0301755,-10.4528,1.07368e+09,1.58388,1.82026,1.07368e+09
50,0.0452991,15.711,1.07368e+09,1.58289,1.82112,1.07368e+09
51,-0.0341902,-11.8664,1.07368e+09,1.58272,1.82133,1.07368e+09
52,-0.0164594,-5.71349,1.07368e+09,1.58225,1.82149,1.07368e+09
53,0.0457949,15.9166,1.07368e+09,1.58103,1.82182,1.07368e+09
54,-0.0651225,-22.6922,1.07368e+09,1.5798,1.82521,1.07368e+09
55,0.0424635,14.8127,1.07368e+09,1.58029,1.83066,1.07368e+09
56,-0.00177546,-0.619343,1.07368e+09,1.58035,1.83256,1.07368e+09
57,-0.0444255,-15.5157,1.07368e+09,1.5783,1.83273,1.07368e+09
58,0.0693176,24.2803,1.07368e+09,1.57576,1.83324,1.07368e+09
59,-0.0601695,-21.1228,1.07368e+09,1.57507,1.83439,1.07368e+09
60,0.0107918,3.78879,1.07368e+09,1.57535,1.83465,1.07368e+09
61,0.0348948,12.26,1.07368e+09,1.57401,1.83486,1.07368e+09
62,-0.0651476,-22.9491,1.07368e+09,1.57185,1.8376,1.07368e+09
63,0.0631185,22.2892,1.07368e+09,1.57107,1.84427,1.07368e+09
64,-0.0280054,-9.89445,1.07368e+09,1.57148,1.85037,1.07368e+09
65,-0.0157142,-5.55274,1.07368e+09,1.57104,1.85191,1.07368e+09
66,0.0461774,16.3388,1.07368e+09,1.56995,1.852,1.07368e+09
67,-0.0512438,-18.1612,1.07368e+09,1.56951,1.85288,1.07368e+09
68,0.0145805,5.16796,1.07368e+09,1.56985,1.85291,1.07368e+09
69,0.0132354,4.69118,1.07368e+09,1.56967,1.85333,1.07368e+09
70,-0.045114,-16.0032,1.07368e+09,1.5692,1.85346,1.07368e+09
71,0.0459243,16.2981,1.07368e+09,1.56981,1.85398,1.07368e+09
72,-0.0193129,-6.82712,1.07368e+09,1.57242,1.85602,1.07368e+09
73,-0.0142079,-4.91802,1.07368e+09,1.58928,1.85189,1.07368e+09
74,0.158734,16.6414,1.07368e+09,2.44981,1.72674,1.07368e+09
75,-0.303911,-4.18759,1.07368e+09,5.91111,1.40783,1.07368e+09
76,-0.610709,-3.50543,1.07368e+09,8.45743,1.39536,1.07368e+09
77,0.5037,2.18885,1.07368e+09,5.46451,1.2631,1.07368e+09
78,-1.10917,-3.25846,1.07368e+09,6.61247,1.2501,1.07368e+09
79,-0.29857,-0.87486,1.07368e+09,6.22156,1.20019,1.07368e+09
80,1.68002,3.73114,1.07368e+09,3.18256,1.18181,1.07368e+09
81,-0.0223228,-0.0457984,1.07368e+09,2.76515,1.18083,1.07368e+09
82,0.254696,0.52192,1.07368e+09,2.88805,1.18086,1.07368e+09
83,0.393928,0.802254,1.07368e+09,3.35033,1.09916,1.07368e+09
84,-2.05902,-3.702,1.07368e+09,2.56947,1.01667,1.07368e+09
85,-1.89249,-3.44234,1.07368e+09,2.49991,1.00613,1.07368e+09
86,-0.749312,-1.26107,1.07368e+09,2.60113,0.9044,1.07368e+09
87,1.06387,1.66481,1.07368e+09,3.04631,0.904805,1.07368e+09
88,2.22697,3.45567,1.07368e+09,4.26019,0.873171,1.07368e+09
89,0.952508,1.31435,1.07368e+09,2.5148,0.872195,1.07368e+09
90,1.59638,2.21165,1.07368e+09,2.7303,0.871542,1.07368e+09
91,1.59098,2.21927,1.07368e+09,2.63866,0.869557,1.07368e+09
92,0.380896,0.529683,1.07368e+09,2.52211,0.869522,1.07368e+09
93,0.214359,0.29322,1.07368e+09,2.87925,0.842144,1.07368e+09
94,0.344389,0.436983,1.07368e+09,2.61898,0.772213,1.07368e+09
95,0.957774,1.18816,1.07368e+09,2.59569,0.756304,1.07368e+09
96,0.846524,1.01642,1.07368e+09,2.9481,0.755732,1.07368e+09
97,0.145087,0.173533,1.07368e+09,2.59372,0.729662,1.07368e+09
98,0.498889,0.594913,1.07368e+09,3.0404,0.660608,1.07368e+09
99,0.967106,1.11176,1.07368e+09,1.62586,0.655995,1.07368e+09
100,0.301975,0.344804,1.07368e+09,1.37521,0.656026,1.07368e+09
101,0.00573725,0.00651807,1.07368e+09,1.59369,0.654775,1.07368e+09
102,0.409202,0.463814,1.07368e+09,1.33614,0.654817,1.07368e+09
103,1.03719,1.17831,1.07368e+09,1.4014,0.654619,1.07368e+09
104,1.23868,1.41202,1.07368e+09,1.40204,0.652219,1.07368e+09
105,0.884661,1.00853,1.07368e+09,1.07485,0.646765,1.07368e+09
106,1.19083,1.3602,1.07368e+09,1.07397,0.64472,1.07368e+09
107,1.09907,1.24708,1.07368e+09,1.33262,0.61263,1.07368e+09
108,0.174431,0.19688,1.07368e+09,0.940617,0.607685,1.07368e+09
109,-0.232241,-0.261729,1.07368e+09,0.926154,0.579323,1.07368e+09
110,-0.485896,-0.537826,1.07368e+09,1.4848,0.516797,1.07368e+09
111,0.0657933,0.070866,1.07368e+09,1.14566,0.505358,1.07368e+09
112,0.0979112,0.105069,1.07368e+09,0.99341,0.5032,1.07368e+09
113,-0.11487,-0.12317,1.07368e+09,0.987679,0.493571,1.07368e+09
114,0.14628,0.155937,1.07368e+09,1.2869,0.49065,1.07368e+09
115,0.162132,0.172524,1.07368e+09,1.00224,0.489988,1.07368e+09
116,0.0680437,0.0722192,1.07368e+09,0.847769,0.489945,1.07368e+09
117,-0.505224,-0.535753,1.07368e+09,1.00564,0.488945,1.07368e+09
118,-0.663464,-0.703648,1.07368e+09,0.816255,0.476216,1.07368e+09
119,-0.631286,-0.670035,1.07368e+09,0.785973,0.455843,1.07368e+09
120,-0.294225,-0.312312,1.07368e+09,0.829101,0.449049,1.07368e+09
121,-0.578485,-0.613438,1.07368e+09,0.690307,0.448369,1.07368e+09
122,-0.763873,-0.810763,1.07368e+09,0.632768,0.446312,1.07368e+09
123,-0.519942,-0.552101,1.07368e+09,0.684466,0.44167,1.07368e+09
124,-0.638505,-0.678419,1.07368e+09,0.637815,0.441241,1.07368e+09
125,-0.662568,-0.702728,1.07368e+09,0.718323,0.441112,1.07368e+09
126,-1.1815,-1.25015,1.07368e+09,0.740571,0.430098,1.07368e+09
127,-1.31336,-1.38629,1.07368e+09,0.873622,0.401367,1.07368e+09
128,-1.05505,-1.10724,1.07368e+09,0.646441,0.374446,1.07368e+09
129,-0.788583,-0.827836,1.07368e+09,0.517333,0.3704,1.07368e+09
130,-0.72016,-0.756463,1.07368e+09,0.614806,0.373648,1.07368e+09
131,-0.606357,-0.637337,1.07368e+09,0.649331,0.372415,1.07368e+09
132,-0.540659,-0.566626,1.07368e+09,0.430573,0.374903,1.07368e+09
133,-0.410463,-0.430195,1.07368e+09,0.411432,0.374614,1.07368e+09
134,-0.330532,-0.346276,1.07368e+09,0.456411,0.374892,1.07368e+09
135,-0.600884,-0.629954,1.07368e+09,0.476369,0.373377,1.07368e+09
136,-0.440692,-0.46205,1.07368e+09,0.534981,0.365604,1.07368e+09
137,-0.439882,-0.459487,1.07368e+09,0.480879,0.365167,1.07368e+09
138,-0.433109,-0.452012,1.07368e+09,0.359359,0.369171,1.07368e+09
139,-0.211752,-0.220678,1.07368e+09,0.501868,0.3708,1.07368e+09
140,0.157594,0.163852,1.07368e+09,0.359939,0.369431,1.07368e+09
141,0.490868,0.509043,1.07368e+09,0.594727,0.34573,1.07368e+09
142,0.283232,0.292026,1.07368e+09,0.46666,0.317621,1.07368e+09
143,-0.0499369,-0.0513674,1.07368e+09,0.365509,0.314921,1.07368e+09
144,-0.0870079,-0.0894739,1.07368e+09,0.320592,0.316945,1.07368e+09
145,0.0403258,0.0414651,1.07368e+09,0.335672,0.317755,1.07368e+09
146,0.0499458,0.0512963,1.07368e+09,0.416161,0.316274,1.07368e+09
147,0.0887897,0.0909894,1.07368e+09,0.375767,0.301507,1.07368e+09
148,0.154442,0.15775,1.07368e+09,0.525296,0.275534,1.07368e+09
149,0.212052,0.215831,1.07368e+09,0.340518,0.264506,1.07368e+09
150,0.0964008,0.0980263,1.07368e+09,0.341951,0.265342,1.07368e+09
151,-0.180257,-0.1833,1.07368e+09,0.400053,0.262222,1.07368e+09
152,-0.180777,-0.183678,1.07368e+09,0.266259,0.261173,1.07368e+09
153,-0.13531,-0.137486,1.07368e+09,0.274384,0.26234,1.07368e+09
154,-0.0813938,-0.0827032,1.07368e+09,0.2641,0.260698,1.07368e+09
155,-0.07396,-0.0751485,1.07368e+09,0.282338,0.260234,1.07368e+09
156,-0.0108115,-0.0109852,1.07368e+09,0.280989,0.260188,1.07368e+09
157,0.19253,0.195612,1.07368e+09,0.261799,0.255808,1.07368e+09
158,0.210897,0.214268,1.07368e+09,0.281744,0.250994,1.07368e+09
159,-0.0379536,-0.0385412,1.07368e+09,0.263276,0.249368,1.07368e+09
160,-0.37512,-0.380772,1.07368e+09,0.35811,0.25151,1.07368e+09
161,-0.538671,-0.546806,1.07368e+09,0.256312,0.256744,1.07368e+09
162,-0.660342,-0.670754,1.07368e+09,0.344283,0.259915,1.07368e+09
163,-0.687448,-0.698189,1.07368e+09,0.322458,0.255804,1.07368e+09
164,-0.624535,-0.633901,1.07368e+09,0.331526,0.25496,1.07368e+09
165,-0.343293,-0.348125,1.07368e+09,0.300521,0.259516,1.07368e+09
166,-0.159451,-0.161691,1.07368e+09,0.242195,0.262881,1.07368e+09
167,-0.35243,-0.357472,1.07368e+09,0.274402,0.265574,1.07368e+09
168,-0.593712,-0.602272,1.07368e+09,0.271035,0.265876,1.07368e+09
169,-0.711738,-0.72198,1.07368e+09,0.354599,0.271307,1.07368e+09
170,-0.694604,-0.704914,1.07368e+09,0.242862,0.279009,1.07368e+09
171,-0.700506,-0.711612,1.07368e+09,0.262126,0.284598,1.07368e+09
172,-0.708626,-0.720614,1.07368e+09,0.251098,0.288147,1.07368e+09
173,-0.686683,-0.69898,1.07368e+09,0.246328,0.29167,1.07368e+09
174,-0.657005,-0.669362,1.07368e+09,0.247885,0.298342,1.07368e+09
175,-0.796126,-0.812061,1.07368e+09,0.292262,0.308391,1.07368e+09
176,-1.00229,-1.0245,1.07368e+09,0.339951,0.321399,1.07368e+09
177,-1.08241,-1.10912,1.07368e+09,0.319128,0.334869,1.07368e+09
178,-1.04873,-1.07712,1.07368e+09,0.33332,0.348478,1.07368e+09
179,-0.951435,-0.978866,1.07368e+09,0.249471,0.360703,1.07368e+09
180,-0.900588,-0.928049,1.07368e+09,0.300159,0.371334,1.07368e+09
181,-0.765783,-0.789829,1.07368e+09,0.211495,0.38216,1.07368e+09
182,-0.524736,-0.541532,1.07368e+09,0.167705,0.392706,1.07368e+09
183,-0.411471,-0.42473,1.07368e+09,0.161998,0.401216,1.07368e+09
184,-0.481763,-0.497299,1.07368e+09,0.245573,0.409351,1.07368e+09
185,-0.593543,-0.61289,1.07368e+09,0.192432,0.418782,1.07368e+09
186,-0.553822,-0.572243,1.07368e+09,0.164243,0.428468,1.07368e+09
187,-0.489801,-0.506351,1.07368e+09,0.161997,0.437717,1.07368e+09
188,-0.459949,-0.475687,1.07368e+09,0.168512,0.445936,1.07368e+09
189,-0.366075,-0.378674,1.07368e+09,0.129425,0.453287,1.07368e+09
190,-0.270189,-0.279499,1.07368e+09,0.154971,0.460034,1.07368e+09
191,-0.156466,-0.161798,1.07368e+09,0.152532,0.466423,1.07368e+09
192,-0.229749,-0.237464,1.07368e+09,0.183028,0.472622,1.07368e+09
193,-0.311756,-0.322014,1.07368e+09,0.209824,0.478586,1.07368e+09
194,-0.293066,-0.302515,1.07368e+09,0.159189,0.484363,1.07368e+09
195,-0.225779,-0.232948,1.07368e+09,0.16711,0.489812,1.07368e+09
196,-0.182536,-0.188256,1.07368e+09,0.137714,0.495229,1.07368e+09
197,-0.158962,-0.163929,1.07368e+09,0.0948245,0.501393,1.07368e+09
198,0.026802,0.027634,1.07368e+09,0.161661,0.507912,1.07368e+09
199,0.184783,0.190423,1.07368e+09,0.158569,0.513207,1.07368e+09
200,0.283752,0.292239,1.07368e+09,0.207585,0.515939,1.07368e+09
201,0.197,0.202714,1.07368e+09,0.183214,0.516649,1.07368e+09
202,0.0894565,0.092002,1.07368e+09,0.117769,0.517746,1.07368e+09
203,0.0441807,0.0454283,1.07368e+09,0.108723,0.520455,1.07368e+09
204,0.000541436,0.000556697,1.07368e+09,0.0827168,0.524657,1.07368e+09
205,-0.00153938,-0.00158274,1.07368e+09,0.0969484,0.528823,1.07368e+09
206,0.0665127,0.0683776,1.07368e+09,0.112796,0.532089,1.07368e+09
207,0.226775,0.233154,1.07368e+09,0.115251,0.533765,1.07368e+09
208,0.287419,0.295529,1.07368e+09,0.124089,0.533855,1.07368e+09
209,0.266284,0.273799,1.07368e+09,0.126879,0.534569,1.07368e+09
210,0.211986,0.217989,1.07368e+09,0.104269,0.535904,1.07368e+09
211,0.26695,0.274524,1.07368e+09,0.128378,0.537053,1.07368e+09
212,0.325562,0.334867,1.07368e+09,0.107952,0.537598,1.07368e+09
213,0.401004,0.412604,1.07368e+09,0.145218,0.537696,1.07368e+09
214,0.491805,0.50628,1.07368e+09,0.147386,0.537414,1.07368e+09
215,0.533137,0.549166,1.07368e+09,0.156555,0.536742,1.07368e+09
216,0.543345,0.560006,1.07368e+09,0.170709,0.535949,1.07368e+09
217,0.431306,0.444669,1.07368e+09,0.126133,0.535397,1.07368e+09
218,0.321547,0.331581,1.07368e+09,0.112644,0.534981,1.07368e+09
219,0.184272,0.190032,1.07368e+09,0.0955604,0.534576,1.07368e+09
220,0.0931891,0.0960971,1.07368e+09,0.0982479,0.534433,1.07368e+09
221,0.0110363,0.0113783,1.07368e+09,0.135349,0.534639,1.07368e+09
222,-0.0325267,-0.0335207,1.07368e+09,0.13892,0.535067,1.07368e+09
223,-0.0215678,-0.0222207,1.07368e+09,0.102226,0.535478,1.07368e+09
224,-0.0314602,-0.0324119,1.07368e+09,0.0831844,0.534995,1.07368e+09
225,-0.0742969,-0.0765394,1.07368e+09,0.117606,0.533035,1.07368e+09
226,-0.129046,-0.132921,1.07368e+09,0.106028,0.530186,1.07368e+09
227,-0.154528,-0.159155,1.07368e+09,0.103962,0.527448,1.07368e+09
228,-0.197352,-0.203261,1.07368e+09,0.109197,0.525551,1.07368e+09
229,-0.212607,-0.218989,1.07368e+09,0.0949,0.524658,1.07368e+09
230,-0.242907,-0.250229,1.07368e+09,0.109701,0.524286,1.07368e+09
231,-0.20265,-0.208776,1.07368e+09,0.0922043,0.52349,1.07368e+09
232,-0.140301,-0.144543,1.07368e+09,0.105702,0.521295,1.07368e+09
233,-0.118057,-0.121611,1.07368e+09,0.116514,0.517856,1.07368e+09
234,-0.138867,-0.143031,1.07368e+09,0.11009,0.514388,1.07368e+09
235,-0.190282,-0.195993,1.07368e+09,0.103003,0.511509,1.07368e+09
236,-0.240567,-0.247816,1.07368e+09,0.110012,0.509163,1.07368e+09
237,-0.258629,-0.266457,1.07368e+09,0.109674,0.506881,1.07368e+09
238,-0.23333,-0.240415,1.07368e+09,0.105732,0.503655,1.07368e+09
239,-0.188163,-0.193871,1.07368e+09,0.128807,0.498339,1.07368e+09
240,-0.0622224,-0.0640867,1.07368e+09,0.140149,0.490435,1.07368e+09
241,0.0193124,0.0198761,1.07368e+09,0.201839,0.480801,1.07368e+09
242,0.076457,0.078605,1.07368e+09,0.185749,0.471001,1.07368e+09
243,0.129285,0.132796,1.07368e+09,0.186251,0.461757,1.07368e+09
244,0.168757,0.173199,1.07368e+09,0.182506,0.452715,1.07368e+09
245,0.205503,0.210749,1.07368e+09,0.186955,0.443373,1.07368e+09
246,0.208338,0.213493,1.07368e+09,0.184109,0.433968,1.07368e+09
247,0.224373,0.229748,1.07368e+09,0.19002,0.425045,1.07368e+09
248,0.221612,0.226726,1.07368e+09,0.197411,0.416248,1.07368e+09
249,0.244244,0.249655,1.07368e+09,0.198665,0.40672,1.07368e+09
250,0.270073,0.275767,1.07368e+09,0.229777,0.396488,1.07368e+09
251,0.269403,0.274796,1.07368e+09,0.190622,0.386144,1.07368e+09
252,0.254728,0.259589,1.07368e+09,0.210763,0.375883,1.07368e+09
253,0.21732,0.221253,1.07368e+09,0.17946,0.366073,1.07368e+09
254,0.173216,0.176199,1.07368e+09,0.186932,0.356902,1.07368e+09
255,0.164397,0.167084,1.07368e+09,0.171987,0.347585,1.07368e+09
256,0.209566,0.212826,1.07368e+09,0.186368,0.336769,1.07368e+09
257,0.272046,0.275995,1.07368e+09,0.229455,0.324112,1.07368e+09
258,0.309692,0.3138,1.07368e+09,0.219876,0.311036,1.07368e+09
259,0.308297,0.311968,1.07368e+09,0.247354,0.298525,1.07368e+09
260,0.301362,0.304542,1.07368e+09,0.206852,0.286027,1.07368e+09
261,0.282612,0.285258,1.07368e+09,0.225824,0.272612,1.07368e+09
262,0.273203,0.27545,1.07368e+09,0.19034,0.258933,1.07368e+09
263,0.252368,0.254238,1.07368e+09,0.173539,0.246745,1.07368e+09
264,0.239546,0.241167,1.07368e+09,0.157297,0.236734,1.07368e+09
265,0.247422,0.248987,1.07368e+09,0.138945,0.228125,1.07368e+09
266,0.241053,0.242479,1.07368e+09,0.149242,0.219549,1.07368e+09
267,0.217953,0.219152,1.07368e+09,0.128224,0.209935,1.07368e+09
268,0.186143,0.187087,1.07368e+09,0.140588,0.199117,1.07368e+09
269,0.173118,0.173926,1.07368e+09,0.115739,0.18863,1.07368e+09
270,0.138247,0.138851,1.07368e+09,0.106284,0.180324,1.07368e+09
271,0.091291,0.0916739,1.07368e+09,0.0628689,0.174429,1.07368e+09
272,0.0581604,0.0583996,1.07368e+09,0.0634969,0.169848,1.07368e+09
273,0.0447382,0.0449183,1.07368e+09,0.0595977,0.165469,1.07368e+09
274,0.0357835,0.0359242,1.07368e+09,0.0655148,0.160822,1.07368e+09
275,0.00444557,0.00446255,1.07368e+09,0.0665777,0.156371,1.07368e+09
276,-0.0314096,-0.031527,1.07368e+09,0.0517574,0.153128,1.07368e+09
277,-0.0745335,-0.0748102,1.07368e+09,0.0491504,0.151494,1.07368e+09
278,-0.116561,-0.116997,1.07368e+09,0.0490267,0.15103,1.07368e+09
279,-0.171834,-0.172485,1.07368e+09,0.0672619,0.151077,1.07368e+09
280,-0.236141,-0.237052,1.07368e+09,0.0911228,0.1514,1.07368e+09
281,-0.291409,-0.292565,1.07368e+09,0.0941378,0.15195,1.07368e+09
282,-0.338288,-0.3397,1.07368e+09,0.100446,0.152925,1.07368e+09
283,-0.385962,-0.387684,1.07368e+09,0.110504,0.154689,1.07368e+09
284,-0.434551,-0.436653,1.07368e+09,0.124335,0.157423,1.07368e+09
285,-0.463792,-0.466241,1.07368e+09,0.120761,0.160863,1.07368e+09
286,-0.472903,-0.475626,1.07368e+09,0.122889,0.164441,1.07368e+09
287,-0.471537,-0.474476,1.07368e+09,0.12003,0.167909,1.07368e+09
288,-0.476629,-0.479829,1.07368e+09,0.126168,0.171414,1.07368e+09
289,-0.469944,-0.473319,1.07368e+09,0.11898,0.17498,1.07368e+09
290,-0.454543,-0.458002,1.07368e+09,0.121618,0.178416,1.07368e+09
291,-0.43262,-0.43606,1.07368e+09,0.117947,0.181588,1.07368e+09
292,-0.397213,-0.40046,1.07368e+09,0.11876,0.184214,1.07368e+09
293,-0.357303,-0.360265,1.07368e+09,0.113075,0.1859,1.07368e+09
294,-0.312692,-0.315293,1.07368e+09,0.10955,0.186731,1.07368e+09
295,-0.274274,-0.276556,1.07368e+09,0.0955426,0.187305,1.07368e+09
296,-0.258259,-0.260415,1.07368e+09,0.0949025,0.188273,1.07368e+09
297,-0.261899,-0.2641,1.07368e+09,0.0897678,0.189934,1.07368e+09
298,-0.263582,-0.265821,1.07368e+09,0.086983,0.192129,1.07368e+09
299,-0.24945,-0.251584,1.07368e+09,0.0901956,0.194369,1.07368e+09
300,-0.226805,-0.228749,1.07368e+09,0.0850898,0.196092,1.07368e+09
301,-0.19993,-0.201633,1.07368e+09,0.0963226,0.197265,1.07368e+09
302,-0.164637,-0.166018,1.07368e+09,0.0889013,0.198503,1.07368e+09
303,-0.127571,-0.128621,1.07368e+09,0.0938976,0.200167,1.07368e+09
304,-0.083118,-0.0837866,1.07368e+09,0.0825502,0.202157,1.07368e+09
305,-0.0418512,-0.0421809,1.07368e+09,0.0822466,0.204262,1.07368e+09
306,-0.0138396,-0.0139464,1.07368e+09,0.0766379,0.206347,1.07368e+09
307,0.0209113,0.0210701,1.07368e+09,0.0712705,0.208406,1.07368e+09
308,0.055856,0.0562741,1.07368e+09,0.0763775,0.210447,1.07368e+09
309,0.0798379,0.0804286,1.07368e+09,0.0662749,0.212372,1.07368e+09
310,0.102902,0.103658,1.07368e+09,0.0708488,0.214073,1.07368e+09
311,0.120606,0.121488,1.07368e+09,0.066333,0.215528,1.07368e+09
312,0.138947,0.139961,1.07368e+09,0.070062,0.216768,1.07368e+09
313,0.131477,0.132436,1.07368e+09,0.0586839,0.217927,1.07368e+09
314,0.104952,0.105717,1.07368e+09,0.052727,0.219208,1.07368e+09
315,0.0887223,0.0893691,1.07368e+09,0.0525001,0.220655,1.07368e+09
316,0.0728088,0.0733392,1.07368e+09,0.0497842,0.222084,1.07368e+09
317,0.0782971,0.0788675,1.07368e+09,0.0512266,0.223364,1.07368e+09
318,0.102662,0.103411,1.07368e+09,0.056439,0.2244,1.07368e+09
319,0.129631,0.130578,1.07368e+09,0.0631641,0.225063,1.07368e+09
320,0.156648,0.157796,1.07368e+09,0.0667991,0.225434,1.07368e+09
321,0.178233,0.179547,1.07368e+09,0.068264,0.22571,1.07368e+09
322,0.182628,0.183985,1.07368e+09,0.0612784,0.225879,1.07368e+09
323,0.186419,0.187819,1.07368e+09,0.0641952,0.225928,1.07368e+09
324,0.19195,0.193406,1.07368e+09,0.0632196,0.225931,1.07368e+09
325,0.186454,0.187883,1.07368e+09,0.0618085,0.225943,1.07368e+09
326,0.160851,0.162092,1.07368e+09,0.0577063,0.225983,1.07368e+09
327,0.138163,0.139231,1.07368e+09,0.0611433,0.225952,1.07368e+09
328,0.119577,0.120499,1.07368e+09,0.0666995,0.225742,1.07368e+09
329,0.0892964,0.0899772,1.07368e+09,0.0760523,0.225366,1.07368e+09
330,0.0685445,0.069057,1.07368e+09,0.0812462,0.224884,1.07368e+09
331,0.0444459,0.0447695,1.07368e+09,0.0896135,0.224343,1.07368e+09
332,0.0357859,0.0360376,1.07368e+09,0.0941229,0.223772,1.07368e+09
333,0.0359122,0.0361548,1.07368e+09,0.0978116,0.223101,1.07368e+09
334,0.0467076,0.0470089,1.07368e+09,0.101005,0.222278,1.07368e+09
335,0.0671225,0.0675343,1.07368e+09,0.101134,0.221526,1.07368e+09
336,0.0904112,0.0909395,1.07368e+09,0.0979211,0.221097,1.07368e+09
337,0.102091,0.102664,1.07368e+09,0.0832787,0.220931,1.07368e+09
338,0.102352,0.102909,1.07368e+09,0.082278,0.220873,1.07368e+09
339,0.102761,0.103303,1.07368e+09,0.0784512,0.220904,1.07368e+09
340,0.0940628,0.094545,1.07368e+09,0.0725161,0.221054,1.07368e+09
341,0.0998153,0.100315,1.07368e+09,0.0715911,0.221328,1.07368e+09
342,0.0922469,0.0926985,1.07368e+09,0.0635569,0.221681,1.07368e+09
343,0.0853781,0.0857885,1.07368e+09,0.0597091,0.22198,1.07368e+09
344,0.0770038,0.0773693,1.07368e+09,0.0496467,0.222088,1.07368e+09
345,0.0595494,0.0598297,1.07368e+09,0.0406726,0.22192,1.07368e+09
346,0.0480089,0.0482341,1.07368e+09,0.0334802,0.22138,1.07368e+09
347,0.0468969,0.0471168,1.07368e+09,0.0284522,0.220285,1.07368e+09
348,0.0575366,0.0578067,1.07368e+09,0.0303862,0.218421,1.07368e+09
349,0.0742062,0.074555,1.07368e+09,0.0377419,0.215722,1.07368e+09
350,0.103927,0.104415,1.07368e+09,0.0514104,0.212399,1.07368e+09
351,0.117492,0.118042,1.07368e+09,0.0561952,0.208724,1.07368e+09
352,0.117433,0.117978,1.07368e+09,0.0631483,0.20469,1.07368e+09
