i,e,eta,J,|k|,|u|,Esum
16305,-4.82623e-08,-4.82623e-08,1.07368e+09,2.01678e-06,8.38917e-09,1.07368e+09
16306,-1.19335e-07,-1.19335e-07,1.07368e+09,1.98474e-06,8.40974e-09,1.07368e+09
16307,2.04571e-07,2.04571e-07,1.07368e+09,1.95807e-06,8.12389e-09,1.07368e+09
16308,-2.37828e-07,-2.37828e-07,1.07368e+09,1.9387e-06,8.28395e-09,1.07368e+09
16309,2.24068e-07,2.24068e-07,1.07368e+09,1.91557e-06,8.24141e-09,1.07368e+09
16310,-2.08896e-07,-2.08896e-07,1.07368e+09,1.89705e-06,8.19299e-09,1.07368e+09
16311,2.17587e-07,2.17587e-07,1.07368e+09,1.89553e-06,8.22961e-09,1.07368e+09
16312,-2.65729e-07,-2.65729e-07,1.07368e+09,1.91503e-06,8.22841e-09,1.07368e+09
16313,2.78567e-07,2.78567e-07,1.07368e+09,1.94843e-06,8.35417e-09,1.07368e+09
16314,-2.33012e-07,-2.33012e-07,1.07368e+09,1.97959e-06,8.30861e-09,1.07368e+09
16315,2.08866e-07,2.08866e-07,1.07368e+09,2.0052e-06,8.33115e-09,1.07368e+09
16316,-2.30557e-07,-2.30557e-07,1.07368e+09,2.03402e-06,8.30209e-09,1.07368e+09
16317,2.65607e-07,2.65607e-07,1.07368e+09,2.06723e-06,8.3888e-09,1.07368e+09
16318,-2.299e-07,-2.299e-07,1.07368e+09,2.09301e-06,8.448e-09,1.07368e+09
16319,1.83193e-07,1.83193e-07,1.07368e+09,2.10984e-06,8.45864e-09,1.07368e+09
16320,-8.47108e-08,-8.47108e-08,1.07368e+09,2.11603e-06,8.37888e-09,1.07368e+09
16321,-1.15574e-08,-1.15574e-08,1.07368e+09,2.11685e-06,8.39605e-09,1.07368e+09
16322,1.2079e-07,1.2079e-07,1.07368e+09,2.11314e-06,8.43111e-09,1.07368e+09
16323,-1.06689e-07,-1.06689e-07,1.07368e+09,2.10837e-06,8.4827e-09,1.07368e+09
16324,1.12685e-08,1.12685e-08,1.07368e+09,2.10073e-06,8.49945e-09,1.07368e+09
16325,1.10843e-07,1.10843e-07,1.07368e+09,2.09003e-06,8.52999e-09,1.07368e+09
16326,-2.02889e-07,-2.02889e-07,1.07368e+09,2.08112e-06,8.46133e-09,1.07368e+09
16327,2.68104e-07,2.68104e-07,1.07368e+09,2.08009e-06,8.35722e-09,1.07368e+09
16328,-3.40419e-07,-3.40419e-07,1.07368e+09,2.09553e-06,8.56462e-09,1.07368e+09
16329,3.4854e-07,3.4854e-07,1.07368e+09,2.11996e-06,8.50515e-09,1.07368e+09
16330,-2.41828e-07,-2.41828e-07,1.07368e+09,2.132e-06,9.01897e-09,1.07368e+09
16331,3.56612e-08,3.56612e-08,1.07368e+09,2.12249e-06,9.4647e-09,1.07368e+09
16332,2.22575e-07,2.22575e-07,1.07368e+09,2.09461e-06,9.51242e-09,1.07368e+09
16333,-4.44443e-07,-4.44443e-07,1.07368e+09,2.07887e-06,9.51058e-09,1.07368e+09
16334,5.66865e-07,5.66865e-07,1.07368e+09,2.10087e-06,9.63339e-09,1.07368e+09
16335,-4.89403e-07,-4.89403e-07,1.07368e+09,2.14616e-06,9.57243e-09,1.07368e+09
16336,3.59878e-07,3.59878e-07,1.07368e+09,2.18862e-06,9.64304e-09,1.07368e+09
16337,-2.32997e-07,-2.32997e-07,1.07368e+09,2.21811e-06,9.68685e-09,1.07368e+09
16338,1.49858e-07,1.49858e-07,1.07368e+09,2.23815e-06,9.75414e-09,1.07368e+09
16339,-1.37333e-07,-1.37333e-07,1.07368e+09,2.26055e-06,9.75355e-09,1.07368e+09
16340,9.68768e-08,9.68768e-08,1.07368e+09,2.28521e-06,9.81453e-09,1.07368e+09
16341,-1.20532e-07,-1.20532e-07,1.07368e+09,2.31614e-06,9.77541e-09,1.07368e+09
16342,5.64091e-08,5.64091e-08,1.07368e+09,2.3356e-06,9.75124e-09,1.07368e+09
16343,4.29372e-08,4.29372e-08,1.07368e+09,2.31556e-06,9.70107e-09,1.07368e+09
16344,-1.26744e-07,-1.26744e-07,1.07368e+09,2.24252e-06,9.59509e-09,1.07368e+09
16345,1.71133e-07,1.71133e-07,1.07368e+09,2.11429e-06,9.54833e-09,1.07368e+09
16346,-1.57811e-07,-1.57811e-07,1.07368e+09,1.95953e-06,9.64036e-09,1.07368e+09
16347,1.46074e-07,1.46074e-07,1.07368e+09,1.80589e-06,9.63516e-09,1.07368e+09
16348,-7.24857e-08,-7.24857e-08,1.07368e+09,1.67394e-06,9.71365e-09,1.07368e+09
16349,2.22333e-08,2.22333e-08,1.07368e+09,1.5783e-06,9.76174e-09,1.07368e+09
16350,-4.93695e-08,-4.93695e-08,1.07368e+09,1.52842e-06,9.84903e-09,1.07368e+09
16351,7.27637e-08,7.27637e-08,1.07368e+09,1.50666e-06,9.77003e-09,1.07368e+09
16352,-1.2483e-07,-1.2483e-07,1.07368e+09,1.50275e-06,9.7869e-09,1.07368e+09
16353,1.0225e-07,1.0225e-07,1.07368e+09,1.50679e-06,9.75487e-09,1.07368e+09
16354,-4.25522e-08,-4.25522e-08,1.07368e+09,1.51031e-06,9.47026e-09,1.07368e+09
16355,-1.04897e-07,-1.04897e-07,1.07368e+09,1.50788e-06,9.59071e-09,1.07368e+09
16356,2.48939e-07,2.48939e-07,1.07368e+09,1.50985e-06,9.57836e-09,1.07368e+09
16357,-3.17411e-07,-3.17411e-07,1.07368e+09,1.52618e-06,9.55608e-09,1.07368e+09
16358,2.96894e-07,2.96894e-07,1.07368e+09,1.55289e-06,9.58504e-09,1.07368e+09
16359,-2.06678e-07,-2.06678e-07,1.07368e+09,1.57917e-06,9.5568e-09,1.07368e+09
16360,6.59246e-08,6.59246e-08,1.07368e+09,1.59948e-06,9.56527e-09,1.07368e+09
16361,5.60292e-08,5.60292e-08,1.07368e+09,1.61975e-06,9.48914e-09,1.07368e+09
16362,-1.38912e-07,-1.38912e-07,1.07368e+09,1.63714e-06,9.39251e-09,1.07368e+09
16363,1.14808e-07,1.14808e-07,1.07368e+09,1.62755e-06,9.25701e-09,1.07368e+09
16364,6.92571e-09,6.92571e-09,1.07368e+09,1.57861e-06,9.25992e-09,1.07368e+09
16365,-1.31097e-07,-1.31097e-07,1.07368e+09,1.5087e-06,9.25938e-09,1.07368e+09
16366,2.12113e-07,2.12113e-07,1.07368e+09,1.43183e-06,9.30497e-09,1.07368e+09
16367,-2.32821e-07,-2.32821e-07,1.07368e+09,1.35543e-06,9.30486e-09,1.07368e+09
16368,1.30339e-07,1.30339e-07,1.07368e+09,1.27704e-06,9.20137e-09,1.07368e+09
16369,-2.31747e-08,-2.31747e-08,1.07368e+09,1.21307e-06,8.83012e-09,1.07368e+09
16370,-4.41985e-08,-4.41985e-08,1.07368e+09,1.17826e-06,8.85666e-09,1.07368e+09
16371,4.19398e-08,4.19398e-08,1.07368e+09,1.16908e-06,8.86978e-09,1.07368e+09
16372,4.09545e-08,4.09545e-08,1.07368e+09,1.1708e-06,8.71527e-09,1.07368e+09
16373,-9.28011e-08,-9.28011e-08,1.07368e+09,1.17815e-06,8.73861e-09,1.07368e+09
16374,5.80079e-08,5.80079e-08,1.07368e+09,1.19253e-06,9.14529e-09,1.07368e+09
16375,-4.85204e-09,-4.85204e-09,1.07368e+09,1.19737e-06,9.21635e-09,1.07368e+09
16376,-8.86265e-08,-8.86265e-08,1.07368e+09,1.16749e-06,9.18088e-09,1.07368e+09
16377,1.7617e-07,1.7617e-07,1.07368e+09,1.11742e-06,9.128e-09,1.07368e+09
16378,-2.5797e-07,-2.5797e-07,1.07368e+09,1.08764e-06,9.28915e-09,1.07368e+09
16379,3.69278e-07,3.69278e-07,1.07368e+09,1.11692e-06,9.27152e-09,1.07368e+09
16380,-3.96074e-07,-3.96074e-07,1.07368e+09,1.19074e-06,9.28374e-09,1.07368e+09
16381,4.24793e-07,4.24793e-07,1.07368e+09,1.28728e-06,9.2048e-09,1.07368e+09
16382,-3.44404e-07,-3.44404e-07,1.07368e+09,1.36624e-06,9.19906e-09,1.07368e+09
16383,1.97284e-07,1.97284e-07,1.07368e+09,1.40746e-06,9.20005e-09,1.07368e+09
16384,-6.55865e-08,-6.55865e-08,1.07368e+09,1.41754e-06,9.19856e-09,1.07368e+09
16385,2.02794e-08,2.02794e-08,1.07368e+09,1.41982e-06,9.27429e-09,1.07368e+09
16386,-9.17136e-09,-9.17136e-09,1.07368e+09,1.4206e-06,9.27855e-09,1.07368e+09
16387,-4.08543e-08,-4.08543e-08,1.07368e+09,1.41658e-06,9.49212e-09,1.07368e+09
16388,1.02196e-07,1.02196e-07,1.07368e+09,1.39022e-06,9.4554e-09,1.07368e+09
16389,-1.80968e-07,-1.80968e-07,1.07368e+09,1.33203e-06,9.41821e-09,1.07368e+09
16390,2.75605e-07,2.75605e-07,1.07368e+09,1.25822e-06,9.41557e-09,1.07368e+09
16391,-3.52934e-07,-3.52934e-07,1.07368e+09,1.20905e-06,9.47641e-09,1.07368e+09
16392,3.42209e-07,3.42209e-07,1.07368e+09,1.21209e-06,9.28498e-09,1.07368e+09
16393,1.26875e-08,1.26875e-08,1.07368e+09,1.20552e-06,1.24969e-08,1.07368e+09
16394,-3.54857e-07,-3.54857e-07,1.07368e+09,1.18802e-06,1.21141e-08,1.07368e+09
16395,6.25892e-07,6.25892e-07,1.07368e+09,1.21754e-06,1.17946e-08,1.07368e+09
16396,-7.34275e-07,-7.34275e-07,1.07368e+09,1.33472e-06,1.17528e-08,1.07368e+09
16397,-3.93262e-07,-3.93262e-07,1.07368e+09,1.26601e-06,3.35158e-08,1.07368e+09
16398,1.81756e-06,1.81756e-06,1.07368e+09,1.38404e-06,3.43822e-08,1.07368e+09
16399,-3.76223e-06,-3.76223e-06,1.07368e+09,2.73447e-06,3.81316e-08,1.07368e+09
16400,4.93013e-06,4.93013e-06,1.07368e+09,4.85969e-06,3.80944e-08,1.07368e+09
16401,-5.11512e-06,-5.11512e-06,1.07368e+09,7.01839e-06,3.80833e-08,1.07368e+09
16402,4.45575e-06,4.45575e-06,1.07368e+09,8.78117e-06,3.80765e-08,1.07368e+09
16403,-3.57086e-06,-3.57086e-06,1.07368e+09,1.00755e-05,4.06009e-08,1.07368e+09
16404,2.92815e-06,2.92815e-06,1.07368e+09,1.1036e-05,4.05848e-08,1.07368e+09
16405,-2.59205e-06,-2.59205e-06,1.07368e+09,1.18079e-05,4.13815e-08,1.07368e+09
16406,2.05504e-06,2.05504e-06,1.07368e+09,1.23697e-05,4.44795e-08,1.07368e+09
16407,-1.67587e-06,-1.67587e-06,1.07368e+09,1.27966e-05,4.45534e-08,1.07368e+09
16408,1.14338e-06,1.14338e-06,1.07368e+09,1.30681e-05,4.45542e-08,1.07368e+09
16409,-5.92816e-07,-5.92816e-07,1.07368e+09,1.31933e-05,4.45538e-08,1.07368e+09
16410,3.13781e-07,3.13781e-07,1.07368e+09,1.32448e-05,4.45582e-08,1.07368e+09
16411,-8.66455e-08,-8.66455e-08,1.07368e+09,1.3251e-05,4.45898e-08,1.07368e+09
16412,-8.15753e-08,-8.15753e-08,1.07368e+09,1.32424e-05,4.45724e-08,1.07368e+09
16413,7.55187e-07,7.55187e-07,1.07368e+09,1.32041e-05,4.54398e-08,1.07368e+09
16414,-1.35061e-06,-1.35061e-06,1.07368e+09,1.31856e-05,4.54158e-08,1.07368e+09
16415,1.47689e-06,1.47689e-06,1.07368e+09,1.3212e-05,4.62019e-08,1.07368e+09
16416,-1.20236e-06,-1.20236e-06,1.07368e+09,1.32566e-05,4.62125e-08,1.07368e+09
16417,8.54375e-07,8.54375e-07,1.07368e+09,1.3293e-05,4.70011e-08,1.07368e+09
16418,-2.87487e-07,-2.87487e-07,1.07368e+09,1.33032e-05,4.69881e-08,1.07368e+09
16419,2.05343e-08,2.05343e-08,1.07368e+09,1.3301e-05,4.6967e-08,1.07368e+09
16420,1.51653e-07,1.51653e-07,1.07368e+09,1.32938e-05,4.7015e-08,1.07368e+09
16421,4.78965e-08,4.78965e-08,1.07368e+09,1.32902e-05,4.70141e-08,1.07368e+09
16422,5.14189e-08,5.14189e-08,1.07368e+09,1.32861e-05,4.70107e-08,1.07368e+09
16423,-1.94294e-07,-1.94294e-07,1.07368e+09,1.32815e-05,4.70262e-08,1.07368e+09
16424,-8.14673e-09,-8.14673e-09,1.07368e+09,1.32855e-05,4.71898e-08,1.07368e+09
16425,3.58291e-07,3.58291e-07,1.07368e+09,1.33002e-05,4.72014e-08,1.07368e+09
16426,-6.44855e-07,-6.44855e-07,1.07368e+09,1.33188e-05,4.71906e-08,1.07368e+09
16427,9.79566e-07,9.79566e-07,1.07368e+09,1.33474e-05,4.72329e-08,1.07368e+09
16428,-1.28518e-06,-1.28518e-06,1.07368e+09,1.3394e-05,4.74476e-08,1.07368e+09
16429,1.13641e-06,1.13641e-06,1.07368e+09,1.34434e-05,4.81789e-08,1.07368e+09
16430,-6.66722e-07,-6.66722e-07,1.07368e+09,1.34657e-05,4.81716e-08,1.07368e+09
16431,1.85658e-07,1.85658e-07,1.07368e+09,1.34579e-05,4.8185e-08,1.07368e+09
16432,-4.77559e-08,-4.77559e-08,1.07368e+09,1.34475e-05,4.81723e-08,1.07368e+09
16433,-7.93217e-08,-7.93217e-08,1.07368e+09,1.34297e-05,4.81872e-08,1.07368e+09
16434,2.48425e-07,2.48425e-07,1.07368e+09,1.34032e-05,4.81744e-08,1.07368e+09
16435,-2.56404e-07,-2.56404e-07,1.07368e+09,1.3383e-05,4.81729e-08,1.07368e+09
16436,3.08783e-07,3.08783e-07,1.07368e+09,1.33762e-05,4.81974e-08,1.07368e+09
16437,-4.27699e-07,-4.27699e-07,1.07368e+09,1.33829e-05,4.81895e-08,1.07368e+09
16438,6.25117e-07,6.25117e-07,1.07368e+09,1.33919e-05,4.81267e-08,1.07368e+09
16439,-9.80446e-07,-9.80446e-07,1.07368e+09,1.34022e-05,4.87608e-08,1.07368e+09
16440,1.34917e-06,1.34917e-06,1.07368e+09,1.34339e-05,4.8933e-08,1.07368e+09
16441,-1.93216e-06,-1.93216e-06,1.07368e+09,1.35517e-05,4.89293e-08,1.07368e+09
16442,2.13844e-06,2.13844e-06,1.07368e+09,1.37483e-05,4.88988e-08,1.07368e+09
16443,-1.96394e-06,-1.96394e-06,1.07368e+09,1.39698e-05,4.89382e-08,1.07368e+09
16444,1.39404e-06,1.39404e-06,1.07368e+09,1.41365e-05,4.89425e-08,1.07368e+09
16445,-8.04985e-07,-8.04985e-07,1.07368e+09,1.42404e-05,4.89428e-08,1.07368e+09
16446,3.15293e-07,3.15293e-07,1.07368e+09,1.43041e-05,4.89342e-08,1.07368e+09
16447,-3.73837e-07,-3.73837e-07,1.07368e+09,1.4367e-05,4.96592e-08,1.07368e+09
16448,4.77222e-07,4.77222e-07,1.07368e+09,1.43697e-05,5.02577e-08,1.07368e+09
16449,-7.47556e-07,-7.47556e-07,1.07368e+09,1.42998e-05,5.02405e-08,1.07368e+09
16450,8.48795e-07,8.48795e-07,1.07368e+09,1.40942e-05,5.02547e-08,1.07368e+09
16451,-6.98536e-07,-6.98536e-07,1.07368e+09,1.37878e-05,5.02234e-08,1.07368e+09
16452,5.81324e-07,5.81324e-07,1.07368e+09,1.3465e-05,5.02236e-08,1.07368e+09
16453,-4.03341e-07,-4.03341e-07,1.07368e+09,1.31619e-05,5.02242e-08,1.07368e+09
16454,4.64573e-07,4.64573e-07,1.07368e+09,1.28529e-05,5.0265e-08,1.07368e+09
16455,-5.65345e-07,-5.65345e-07,1.07368e+09,1.23497e-05,5.02859e-08,1.07368e+09
16456,6.70801e-07,6.70801e-07,1.07368e+09,1.14744e-05,5.02859e-08,1.07368e+09
16457,-7.78414e-07,-7.78414e-07,1.07368e+09,1.02843e-05,4.95921e-08,1.07368e+09
16458,9.1819e-07,9.1819e-07,1.07368e+09,8.92255e-06,4.96718e-08,1.07368e+09
16459,-8.0566e-07,-8.0566e-07,1.07368e+09,7.8512e-06,4.97391e-08,1.07368e+09
16460,6.92127e-07,6.92127e-07,1.07368e+09,7.31167e-06,4.97555e-08,1.07368e+09
16461,-2.54538e-07,-2.54538e-07,1.07368e+09,7.15158e-06,3.88468e-08,1.07368e+09
16462,-4.875e-08,-4.875e-08,1.07368e+09,7.1696e-06,3.80515e-08,1.07368e+09
16463,3.69617e-07,3.69617e-07,1.07368e+09,7.25461e-06,3.42642e-08,1.07368e+09
16464,-5.08642e-07,-5.08642e-07,1.07368e+09,7.299e-06,3.42674e-08,1.07368e+09
16465,3.81161e-07,3.81161e-07,1.07368e+09,7.21489e-06,3.42821e-08,1.07368e+09
16466,-1.0482e-07,-1.0482e-07,1.07368e+09,6.95736e-06,3.42822e-08,1.07368e+09
16467,2.8268e-07,2.8268e-07,1.07368e+09,6.62023e-06,3.26927e-08,1.07368e+09
16468,-6.75211e-07,-6.75211e-07,1.07368e+09,6.33536e-06,3.29219e-08,1.07368e+09
16469,1.22172e-06,1.22172e-06,1.07368e+09,6.26791e-06,3.19107e-08,1.07368e+09
16470,-1.60624e-06,-1.60624e-06,1.07368e+09,6.40343e-06,2.74235e-08,1.07368e+09
16471,1.86256e-06,1.86256e-06,1.07368e+09,6.69968e-06,2.76145e-08,1.07368e+09
16472,-1.80967e-06,-1.80967e-06,1.07368e+09,7.0362e-06,2.7612e-08,1.07368e+09
16473,1.37512e-06,1.37512e-06,1.07368e+09,7.3e-06,2.76078e-08,1.07368e+09
16474,-9.21068e-07,-9.21068e-07,1.07368e+09,7.46347e-06,2.76335e-08,1.07368e+09
16475,6.23699e-07,6.23699e-07,1.07368e+09,7.54648e-06,2.75966e-08,1.07368e+09
16476,-4.58388e-07,-4.58388e-07,1.07368e+09,7.57993e-06,2.75965e-08,1.07368e+09
16477,4.06046e-07,4.06046e-07,1.07368e+09,7.58701e-06,2.61186e-08,1.07368e+09
16478,-3.86051e-07,-3.86051e-07,1.07368e+09,7.59359e-06,2.63257e-08,1.07368e+09
16479,4.44812e-07,4.44812e-07,1.07368e+09,7.62335e-06,2.49143e-08,1.07368e+09
16480,-3.82115e-07,-3.82115e-07,1.07368e+09,7.66286e-06,2.48841e-08,1.07368e+09
16481,1.1441e-07,1.1441e-07,1.07368e+09,7.67272e-06,2.33693e-08,1.07368e+09
16482,9.19915e-09,9.19915e-09,1.07368e+09,7.66904e-06,2.34887e-08,1.07368e+09
16483,-1.14201e-07,-1.14201e-07,1.07368e+09,7.66429e-06,2.34709e-08,1.07368e+09
16484,2.35717e-07,2.35717e-07,1.07368e+09,7.65684e-06,2.34744e-08,1.07368e+09
16485,-3.18267e-07,-3.18267e-07,1.07368e+09,7.65269e-06,2.34751e-08,1.07368e+09
16486,2.44973e-07,2.44973e-07,1.07368e+09,7.6663e-06,2.34697e-08,1.07368e+09
16487,6.68571e-09,6.68571e-09,1.07368e+09,7.695e-06,2.35355e-08,1.07368e+09
16488,-9.14212e-08,-9.14212e-08,1.07368e+09,7.71188e-06,2.33783e-08,1.07368e+09
16489,1.02826e-07,1.02826e-07,1.07368e+09,7.68894e-06,2.34052e-08,1.07368e+09
16490,-2.14283e-07,-2.14283e-07,1.07368e+09,7.59168e-06,2.34365e-08,1.07368e+09
16491,2.20558e-07,2.20558e-07,1.07368e+09,7.43427e-06,2.34059e-08,1.07368e+09
16492,-1.89283e-07,-1.89283e-07,1.07368e+09,7.25783e-06,2.29394e-08,1.07368e+09
16493,1.57946e-07,1.57946e-07,1.07368e+09,7.09539e-06,2.13633e-08,1.07368e+09
16494,-1.84765e-07,-1.84765e-07,1.07368e+09,6.95736e-06,2.13742e-08,1.07368e+09
16495,9.33249e-08,9.33249e-08,1.07368e+09,6.80116e-06,2.13602e-08,1.07368e+09
16496,6.95076e-08,6.95076e-08,1.07368e+09,6.62653e-06,2.13561e-08,1.07368e+09
16497,-2.04968e-07,-2.04968e-07,1.07368e+09,6.39243e-06,2.13096e-08,1.07368e+09
16498,1.37239e-07,1.37239e-07,1.07368e+09,6.05205e-06,2.14001e-08,1.07368e+09
16499,-9.43927e-08,-9.43927e-08,1.07368e+09,5.66338e-06,2.14092e-08,1.07368e+09
16500,3.19722e-08,3.19722e-08,1.07368e+09,5.31003e-06,2.13566e-08,1.07368e+09
16501,9.97706e-08,9.97706e-08,1.07368e+09,5.05307e-06,2.1372e-08,1.07368e+09
16502,-1.75058e-07,-1.75058e-07,1.07368e+09,4.89921e-06,2.13392e-08,1.07368e+09
16503,2.05085e-07,2.05085e-07,1.07368e+09,4.81955e-06,1.98192e-08,1.07368e+09
16504,-1.32006e-07,-1.32006e-07,1.07368e+09,4.78334e-06,1.93956e-08,1.07368e+09
16505,1.14812e-07,1.14812e-07,1.07368e+09,4.73848e-06,1.93808e-08,1.07368e+09
16506,-1.09283e-07,-1.09283e-07,1.07368e+09,4.67489e-06,1.93808e-08,1.07368e+09
16507,-2.27459e-08,-2.27459e-08,1.07368e+09,4.62207e-06,1.93109e-08,1.07368e+09
16508,1.04729e-07,1.04729e-07,1.07368e+09,4.58902e-06,1.92925e-08,1.07368e+09
16509,-7.79684e-08,-7.79684e-08,1.07368e+09,4.57268e-06,1.9331e-08,1.07368e+09
16510,1.3034e-08,1.3034e-08,1.07368e+09,4.56826e-06,1.9333e-08,1.07368e+09
16511,7.39547e-08,7.39547e-08,1.07368e+09,4.5686e-06,1.73804e-08,1.07368e+09
16512,-2.01841e-07,-2.01841e-07,1.07368e+09,4.57358e-06,1.57303e-08,1.07368e+09
16513,3.28767e-07,3.28767e-07,1.07368e+09,4.57734e-06,1.57348e-08,1.07368e+09
16514,-3.37941e-07,-3.37941e-07,1.07368e+09,4.58789e-06,1.56228e-08,1.07368e+09
16515,3.15884e-07,3.15884e-07,1.07368e+09,4.60955e-06,1.585e-08,1.07368e+09
16516,-3.57067e-07,-3.57067e-07,1.07368e+09,4.65541e-06,1.60182e-08,1.07368e+09
16517,3.89599e-07,3.89599e-07,1.07368e+09,4.73132e-06,1.61611e-08,1.07368e+09
16518,-3.78528e-07,-3.78528e-07,1.07368e+09,4.78459e-06,1.60341e-08,1.07368e+09
16519,3.27485e-07,3.27485e-07,1.07368e+09,4.74707e-06,1.59377e-08,1.07368e+09
16520,-3.44404e-07,-3.44404e-07,1.07368e+09,4.58774e-06,1.6055e-08,1.07368e+09
16521,3.8824e-07,3.8824e-07,1.07368e+09,4.36196e-06,1.60423e-08,1.07368e+09
16522,-4.04877e-07,-4.04877e-07,1.07368e+09,4.11039e-06,1.57928e-08,1.07368e+09
16523,4.75754e-07,4.75754e-07,1.07368e+09,3.88862e-06,1.55852e-08,1.07368e+09
16524,-5.0823e-07,-5.0823e-07,1.07368e+09,3.74533e-06,1.55367e-08,1.07368e+09
16525,4.07928e-07,4.07928e-07,1.07368e+09,3.60775e-06,1.49684e-08,1.07368e+09
16526,-2.57335e-07,-2.57335e-07,1.07368e+09,3.39734e-06,1.4972e-08,1.07368e+09
16527,1.46509e-07,1.46509e-07,1.07368e+09,3.08324e-06,1.50134e-08,1.07368e+09
16528,-7.66698e-08,-7.66698e-08,1.07368e+09,2.71712e-06,1.50328e-08,1.07368e+09
16529,1.3373e-08,1.3373e-08,1.07368e+09,2.38893e-06,1.50273e-08,1.07368e+09
16530,-1.76753e-08,-1.76753e-08,1.07368e+09,2.1618e-06,1.5097e-08,1.07368e+09
16531,1.2566e-07,1.2566e-07,1.07368e+09,2.06615e-06,1.1733e-08,1.07368e+09
16532,-8.60997e-08,-8.60997e-08,1.07368e+09,2.04607e-06,1.17058e-08,1.07368e+09
16533,1.98608e-08,1.98608e-08,1.07368e+09,2.04607e-06,1.17058e-08,1.07368e+09
16534,6.79365e-08,6.79365e-08,1.07368e+09,2.05022e-06,1.16812e-08,1.07368e+09
16535,-7.92427e-08,-7.92427e-08,1.07368e+09,2.04871e-06,1.09346e-08,1.07368e+09
16536,1.32404e-07,1.32404e-07,1.07368e+09,2.0366e-06,1.09923e-08,1.07368e+09
16537,-1.52795e-07,-1.52795e-07,1.07368e+09,2.02443e-06,1.10061e-08,1.07368e+09
16538,9.04143e-08,9.04143e-08,1.07368e+09,2.01486e-06,1.08352e-08,1.07368e+09
16539,-2.8306e-08,-2.8306e-08,1.07368e+09,2.00747e-06,1.08031e-08,1.07368e+09
16540,7.50275e-09,7.50275e-09,1.07368e+09,2.00656e-06,1.08043e-08,1.07368e+09
16541,-4.39767e-08,-4.39767e-08,1.07368e+09,2.00925e-06,1.08129e-08,1.07368e+09
16542,8.66278e-08,8.66278e-08,1.07368e+09,2.01162e-06,1.03554e-08,1.07368e+09
16543,-2.14804e-07,-2.14804e-07,1.07368e+09,2.01923e-06,1.03863e-08,1.07368e+09
16544,3.90375e-07,3.90375e-07,1.07368e+09,2.05094e-06,1.04277e-08,1.07368e+09
16545,-4.46308e-07,-4.46308e-07,1.07368e+09,2.10603e-06,1.04704e-08,1.07368e+09
16546,3.53128e-07,3.53128e-07,1.07368e+09,2.15897e-06,1.02137e-08,1.07368e+09
16547,-1.31844e-07,-1.31844e-07,1.07368e+09,2.18143e-06,1.04806e-08,1.07368e+09
16548,-4.21835e-09,-4.21835e-09,1.07368e+09,2.18152e-06,1.04663e-08,1.07368e+09
16549,7.58407e-08,7.58407e-08,1.07368e+09,2.16734e-06,1.04976e-08,1.07368e+09
16550,-7.35962e-08,-7.35962e-08,1.07368e+09,2.14915e-06,1.05161e-08,1.07368e+09
16551,-1.17263e-09,-1.17263e-09,1.07368e+09,2.12898e-06,1.05237e-08,1.07368e+09
16552,5.01626e-08,5.01626e-08,1.07368e+09,2.11174e-06,1.01178e-08,1.07368e+09
16553,-2.57024e-08,-2.57024e-08,1.07368e+09,2.0965e-06,1.00067e-08,1.07368e+09
16554,6.76741e-08,6.76741e-08,1.07368e+09,2.09291e-06,1.09251e-08,1.07368e+09
16555,-1.4971e-07,-1.4971e-07,1.07368e+09,2.09633e-06,1.07569e-08,1.07368e+09
16556,2.97776e-07,2.97776e-07,1.07368e+09,2.10829e-06,1.08446e-08,1.07368e+09
16557,-4.26718e-07,-4.26718e-07,1.07368e+09,2.13304e-06,1.09343e-08,1.07368e+09
16558,4.51707e-07,4.51707e-07,1.07368e+09,2.17272e-06,1.09114e-08,1.07368e+09
16559,-4.00241e-07,-4.00241e-07,1.07368e+09,2.21655e-06,1.0981e-08,1.07368e+09
16560,4.08635e-07,4.08635e-07,1.07368e+09,2.26925e-06,1.18396e-08,1.07368e+09
16561,-5.79807e-07,-5.79807e-07,1.07368e+09,2.36055e-06,1.26821e-08,1.07368e+09
16562,9.47445e-07,9.47445e-07,1.07368e+09,2.54664e-06,1.33656e-08,1.07368e+09
16563,-1.32928e-06,-1.32928e-06,1.07368e+09,2.87301e-06,1.33598e-08,1.07368e+09
16564,1.54042e-06,1.54042e-06,1.07368e+09,3.31012e-06,1.33482e-08,1.07368e+09
16565,-1.64772e-06,-1.64772e-06,1.07368e+09,3.81261e-06,1.41978e-08,1.07368e+09
16566,1.57516e-06,1.57516e-06,1.07368e+09,4.29719e-06,1.45842e-08,1.07368e+09
16567,-1.48449e-06,-1.48449e-06,1.07368e+09,4.73722e-06,1.45745e-08,1.07368e+09
16568,1.56134e-06,1.56134e-06,1.07368e+09,5.17983e-06,1.57619e-08,1.07368e+09
16569,-1.62005e-06,-1.62005e-06,1.07368e+09,5.62056e-06,1.57586e-08,1.07368e+09
16570,1.55895e-06,1.55895e-06,1.07368e+09,6.02509e-06,1.59283e-08,1.07368e+09
16571,-1.20801e-06,-1.20801e-06,1.07368e+09,6.30942e-06,1.64316e-08,1.07368e+09
16572,9.07013e-07,9.07013e-07,1.07368e+09,6.49032e-06,1.71148e-08,1.07368e+09
16573,-4.73223e-07,-4.73223e-07,1.07368e+09,6.55092e-06,1.79864e-08,1.07368e+09
