0,0
1,-2.68098e-010
2,3.31438e-009
3,-7.03258e-008
4,1.3994e-007
5,8.34067e-007
6,1.42766e-007
7,1.66737e-005
8,-8.46479e-006
9,0.000149707
10,6.69363e-005
11,-0.000570021
12,0.00104179
13,-0.00244426
14,-0.00203639
15,-0.00608462
16,-0.0128695
17,0.0174945
18,-0.0479102
19,0.0250599
20,0.08775
21,-0.0094926
22,0.276646
23,-0.0740798
24,1.86444
25,5.11742
26,6.89133
27,6.57257
28,7.50579
29,7.99091
30,8.48575
31,9.06464
32,9.51862
33,10.1395
34,10.6618
35,11.2069
36,11.7791
37,12.3289
38,12.8889
39,13.4437
40,13.9998
41,14.5559
42,15.1111
43,15.6667
44,16.2222
45,16.7778
46,17.3333
47,17.8889
48,18.4444
49,19
50,19.5556
51,19.7778
52,20
53,20.2222
54,20.4444
55,20.6667
56,20.8889
57,21.1111
58,21.3333
59,21.5556
60,21.7778
61,22
62,22.2222
63,22.4444
64,22.6667
65,22.8889
66,23.1111
67,23.3333
68,23.5556
69,23.7778
70,24
71,24.2222
72,24.4444
73,24.6667
74,24.8889
75,25.1111
76,25.3333
77,25.5556
78,25.7778
79,26
80,26.2222
81,26.4444
82,26.6667
83,26.889
84,27.1111
85,27.333
86,27.5557
87,27.7789
88,27.9991
89,28.2192
90,28.4479
91,28.6736
92,28.8781
93,29.0979
94,29.3617
95,29.576
96,29.7128
97,29.9774
98,30.3546
99,30.4506
100,30.4232
101,30.9437
102,31.5208
103,31.1297
104,30.9165
105,32.2943
106,32.9418
107,31.0578
108,31.0869
109,35.4409
110,34.9855
111,21.3136
112,3.31591
113,-3.84293
114,-0.497925
115,1.87873
116,-0.0514972
117,-1.05478
118,0.202725
119,0.591764
120,-0.214546
121,-0.313883
122,0.172935
123,0.151808
124,-0.11872
125,-0.0644261
126,0.0715198
127,0.0225008
128,-0.0381008
129,-0.00541292
130,0.0179168
131,2.3747e-005
132,-0.00737818
133,0.000889561
134,0.0026246
135,-0.000608558
136,-0.000789961
137,0.000267689
138,0.000195036
139,-8.72735e-005
140,-3.76464e-005
141,2.12567e-005
142,5.2439e-006
143,-3.67012e-006
144,-4.53191e-007
145,3.9207e-007
146,1.69971e-008
147,-1.75488e-008
148,-4.08562e-024
149,-5.26565e-318
